timesteps,ep_rew_mean,ep_len_mean
86844,1.774,23.2
86867,1.7775,22.3
86900,1.7927,23.4
86913,1.7903,22.2
86933,1.7952,22.5
86948,1.7952,21.3
86972,1.7883,20.8
86990,1.7883,21.2
87008,1.8034,21.6
87021,1.8034,19.3
87039,1.8034,19.5
87060,1.794,19.3
87090,1.7847,19.0
87147,1.7871,23.4
87171,1.7823,23.8
87187,1.7847,23.9
87206,1.774,23.4
87221,1.7857,23.1
87240,1.7857,23.2
87261,1.7857,24.0
87285,1.7881,24.6
87309,1.7881,24.9
87328,1.7823,23.8
87356,1.7915,20.9
87376,1.7973,20.5
87404,1.8188,21.7
87433,1.8378,22.7
87451,1.8319,23.0
87463,1.8203,22.3
87478,1.8261,21.7
87501,1.8419,21.6
87515,1.8477,20.6
87536,1.8477,20.8
87546,1.8419,19.0
87561,1.8302,18.5
87578,1.8135,17.4
87596,1.8063,16.3
87615,1.8121,16.4
87683,1.8169,22.0
87719,1.8077,24.1
87742,1.7919,24.1
87761,1.7802,24.6
87784,1.7928,24.8
87806,1.7942,26.0
87832,1.7942,27.1
87854,1.7894,27.6
87872,1.7836,27.6
87897,1.7894,28.2
87921,1.7846,23.8
87935,1.7938,21.6
87954,1.8096,21.2
87976,1.8271,21.5
87994,1.8217,21.0
88006,1.8145,20.0
88021,1.8204,18.9
88041,1.8306,18.7
88061,1.8364,18.9
88083,1.8364,18.6
88111,1.8422,19.0
88128,1.8412,19.3
88145,1.8288,19.1
88156,1.8113,18.0
88179,1.81,18.5
88203,1.8275,19.7
88225,1.8333,20.4
88241,1.8265,20.0
88257,1.8221,19.6
88278,1.8172,19.5
88294,1.8113,18.3
88312,1.8133,18.4
88334,1.8074,18.9
88351,1.8191,19.5
88370,1.8133,19.1
88393,1.7982,19.0
88421,1.7865,19.6
88444,1.7879,20.3
88476,1.7807,21.9
88490,1.7681,21.2
88526,1.7856,23.2
88547,1.773,23.5
88565,1.7846,23.1
88597,1.7754,24.6
88616,1.7929,24.6
88637,1.7963,24.4
88655,1.808,23.4
88685,1.816,24.1
88709,1.816,23.3
88726,1.8335,23.6
88739,1.8101,21.3
88762,1.8173,21.5
88777,1.8057,21.2
88810,1.8159,21.3
88828,1.811,21.2
88846,1.8076,20.9
88863,1.8085,20.8
88885,1.7957,20.0
88910,1.8029,20.1
88932,1.7926,20.6
88954,1.8101,21.5
88974,1.8204,21.2
88993,1.8229,21.6
89009,1.8102,19.9
89045,1.8232,21.7
89065,1.828,21.9
89079,1.8212,21.6
89097,1.8188,21.2
89118,1.8188,20.8
89133,1.8116,20.1
89172,1.8123,21.8
89195,1.8006,22.1
89212,1.8099,21.9
89227,1.8157,21.8
89249,1.8053,20.4
89280,1.8215,21.5
89293,1.8181,21.4
89321,1.842,22.4
89339,1.855,22.1
89362,1.855,22.9
89372,1.8426,20.0
89394,1.8368,19.9
89412,1.831,20.0
89430,1.8426,20.3
89456,1.8391,20.7
89472,1.8216,19.2
89492,1.8367,19.9
89509,1.8254,18.8
89553,1.8075,21.4
